carrier,from_airport,to_airport,,long,lat,wac
US,Beauregard Rgnl,KDRI,,-93.339917,30.831722,202
US,Butler Co K W Scholter Fld,KBTP,,-79.949714,40.776933,1248
US,Grays Creek,K2GC,,-78.843531,34.893692,160
US,Plattsmouth Muni,KPMV,,-95.917889,40.95025,1202
US,Naples Muni,KAPF,,-81.775294,26.152619,8
US,Rolla Muni,K06D,,-99.620878,48.884342,1822
US,Perry Muni,KF22,,-97.277211,36.385597,1002
US,San Clemente Island Nalf,KNUC,,-118.588489,33.022744,184
US,Potsdam Muni,KPTD,SHR,-74.948448,44.67667,474
US,Sheridan Co,KSHR,IDA,-106.980278,44.769194,4021
US,Idaho Falls Rgnl,KIDA,,-112.07075,43.514556,4744
US,Person Co,KTDF,,-78.984228,36.284892,610
US,Nrao Green Bank,WV52,,-79.825614,38.430675,2710
US,Live Oak Co,K8T6,,-98.116469,28.362803,129
US,Llano Muni,KAQO,,-98.662028,30.783722,1102
US,Kenmare Muni,K7K5,,-102.047594,48.667583,1962
US,Castroville Muni,KT89,,-98.8509,29.341922,771
US,Faribault Muni,KFBL,,-93.310829,44.324686,1060
US,Belfast Muni,KBST,,-69.011944,44.409444,198
US,Danbury Muni,KDXR,,-73.482192,41.371536,458
US,Palwaukee Muni,KPWK,BSF,-87.901494,42.114222,647
US,Bradshaw Aaf,PHSF,,-155.553717,19.760056,6190
US,Corning Muni,K4M9,,-90.647925,36.404231,293
US,Nogales Intl,KOLS,,-110.84789,31.417722,3955
US,Crosby Muni,KC71,,-91.052881,31.296006,336
US,Rutherford Co Marchman Field,KFQD,,-81.935078,35.428222,1078
US,Roche Harbor,WA09,SWD,-123.13852,48.612322,100
US,Seward,PAWD,,-149.41881,60.126938,22
US,Front Range,KFTG,,-104.543139,39.78525,5512
US,Schoolcraft Co,KISQ,,-86.171831,45.974642,685
US,Fernandina Beach Muni,K55J,MCF,-81.461186,30.611811,16
US,Macdill Afb,KMCF,,-82.521214,27.849339,14
US,Van Wert Co,KVNW,,-84.609444,40.864722,785
US,Sandpoint,KSZT,,-116.560136,48.299544,2131
US,Hester Memorial,K0A2,,-82.567908,34.090394,517
US,Glasscock Fld,4TS8,,-99.341986,29.374956,1089
US,Macon Fower Mem,KK89,BLV,-92.464456,39.728708,874
US,Scott Afb Midamerica,KBLV,,-89.835183,38.545178,459
US,Geauga Co,K7G8,,-81.062933,41.449594,1174
US,Mineola Wisener Fld,K3F9,,-95.510806,32.676694,429
US,Greenwood Co,KGRD,,-82.159083,34.248722,631
US,Windom Muni,KMWM,,-95.109408,43.913403,1410
US,Ravalli Co,K6S5,,-114.125542,46.251494,3642
US,Clayton Muni,K11A,,-85.484908,31.883292,435
US,Mc Grath,PMCG,,-155.605764,62.952875,338
US,Bermuda Dunes,KUDD,,-116.27481,33.748436,73
US,Firebaugh,KF34,,-120.464467,36.859989,157
US,Dixon Muni Charles R Walgreen Fld,KC73,,-89.446214,41.8337,785
US,Windham,KIJD,,-72.180275,41.744041,247
US,Lewis University,KLOT,,-88.096236,41.607253,680
US,Baytown,KHPY,,-94.952667,29.786083,34
US,Grant Co,KW99,,-79.145864,38.994939,963
US,Hassell Field,KM29,,-87.967528,35.385075,401
US,Austin Muni,KAUM,,-92.932931,43.662633,1233
US,Parkston Muni,K8V3,STP,-97.971184,43.379154,1415
US,St Paul Downtown Holman Fld,KSTP,,-93.06,44.934471,705
US,Mount Vernon Muni,K2MO,,-93.884931,37.068392,1244
US,Opa Locka,KOPF,,-80.278389,25.907,8
US,Rusk Co,KF12,,-94.851722,32.141722,442
US,Swinton Smith Fld At Reidsville Muni,KRVJ,,-82.151722,32.058971,195
US,Stigler Rgnl,KF84,,-95.093897,35.289106,600
US,Del Rio Intl,KDRT,,-100.927158,29.374208,1002
US,Josephs,DE49,,-75.355194,38.637614,42
US,Graham Muni,KRPH,,-98.555278,33.110222,1123
US,Brookhaven Lincoln Co,K1R7,MCB,-90.409317,31.605847,489
US,Mc Comb Pike Co John E Lewis Fld,KMCB,,-90.471875,31.178455,413
US,Huntsville Muni,KH34,,-93.754831,36.078214,1749
US,Sandia Airpark Estates East,K1N1,,-106.167247,35.094492,6550
US,Henderson City Co,KEHR,,-87.685689,37.807839,386
US,Winston Fld,KSNK,,-100.950467,32.693389,2430
US,Calhoun Co,KPKV,RSW,-96.681317,28.654028,30
US,Southwest Florida Intl,KRSW,,-81.755167,26.536167,30
US,Sky Harbor,KDYT,,-92.043439,46.721861,610
US,Grand Glaize Osage Beach,KK15,,-92.680547,38.110451,875
US,Kit Carson County,KITR,,-102.285389,39.2425,4219
US,Moore Co,KSOP,,-79.391169,35.237353,461
US,Fort Benton,K79S,,-110.636481,47.845108,2869
US,Guymon Muni,KGUY,,-101.50778,36.685072,3123
US,North Pickens,K3M8,,-88.006581,33.386753,237
US,Fitch H Beach,KFPK,AKN,-84.811431,42.574508,891
US,King Salmon,PAKN,,-156.649278,58.676778,68
US,Sonora Muni,KSOA,,-100.648561,30.5857,2140
US,Alpine Casparis Muni,KE38,,-103.683583,30.384222,4515
US,Hammond Northshore Rgnl,KHDC,MUI,-90.4184,30.521633,46
US,Muir Aaf,KMUI,,-76.569411,40.434811,489
US,Chattanooga Sky Harbor,K92F,RWI,-98.682064,34.3687,1135
US,Rocky Mount Wilson Rgnl,KRWI,,-77.891933,35.856253,159
US,Granbury Muni,KGDJ,,-97.816933,32.444416,778
US,Eagle River Union,KEGV,,-89.268278,45.932333,1642
US,Decatur Muni,KLUD,,-97.580556,33.254639,1047
US,Independence Muni,KIIB,,-91.947617,42.453598,978
US,Tomahawk Rgnl,KTKV,,-89.805694,45.469139,1486
US,De Witt Muni,K5M1,,-91.307486,34.262283,190
US,Darke Co,KVES,,-84.531917,40.204417,1007
US,Hot Springs Muni,KHSR,,-103.38814,43.368244,3148
US,Cochise Co,KP33,MIE,-109.894633,32.245403,4186
US,Delaware Co Johnson Fld,KMIE,,-85.395861,40.242348,937
US,Meeker,KEEO,JHM,-107.885919,40.0488,6421
US,Kapalua,PHJH,,-156.673031,20.962936,256
US,Northampton,K7B2,,-72.611389,42.328056,122
US,Comanche Ranch,5TE0,,-100.158956,28.628036,730
US,Corralitos,XS94,JFK,-99.422539,27.111419,360
US,John F Kennedy Intl,KJFK,,-73.778925,40.639751,13
US,Trego Wakeeney,K0H1,,-99.892899,39.004452,2435
US,Stephens Co,KBKD,,-98.891,32.719047,1284
US,Penn Yan,KPEO,,-77.052858,42.637089,990
US,Trenton Robbinsville,KN87,,-74.601794,40.213944,119
US,Camp W G Williams Total Force Fld,UT08,,-111.93077,40.431894,4860
US,Wynne Muni,KM65,,-90.76155,35.231603,370
US,Circle L Ranch,NV27,,-118.084272,37.716597,4835
US,Expressway Airpark,12OK,,-97.45315,35.541336,1070
US,Oakridge State,K5S0,,-122.502553,43.752622,1393
US,Pickens Co,KLQK,,-82.702889,34.809972,1013
US,Kingston Ulster,K20N,,-73.964097,41.985253,149
US,Lochridge Ranch,TX25,,-95.951075,31.989328,391
US,Chautauqua Co Dunkirk,KDKK,,-79.272041,42.493336,693
US,Barnesville Bradfield,K6G5,,-81.191825,40.002417,1312
US,Norman Co Ada Twin Valley,KD00,,-96.400264,47.260467,954
US,Green Castle,IA24,,-91.727675,41.755011,750
US,Chautauqua Co Jamestown,KJHW,,-79.258036,42.153389,1723
US,Cherokee Muni,KCKP,,-95.55595,42.731694,1226
US,Bessemer,KEKY,HST,-86.925919,33.312883,699
US,Homestead Arb,KHST,,-80.383567,25.48855,6
US,Watonga Rgnl,KJWG,RAL,-98.42075,35.864694,1548
US,Riverside Muni,KRAL,,-117.445103,33.951875,818
US,Renner Fld,KGLD,FLV,-101.698992,39.370621,3656
US,Sherman Aaf,KFLV,,-94.914686,39.368332,772
US,Hughes Ranch,50XS,,-100.584528,29.043297,905
US,Hays Rgnl,KHYS,,-99.273172,38.842211,1998
US,Mathews Mem,K8C4,,-91.152936,41.763355,840
US,Butler Co Rgnl,KHAO,,-84.521956,39.36375,633
US,Macon Muni,K20M,,-88.535597,33.133458,238
US,Cuddihy Fld,07TE,,-97.512772,27.721142,39
US,Morrilton Muni,KBDQ,,-92.713497,35.136194,321
US,Hayward Executive,KHWD,,-122.12175,37.659194,52
US,Wallops Flight Facility,KWAL,,-75.466389,37.940194,40
US,Nevada Co Air Park,KGOO,,-121.003083,39.224028,3152
US,Calico Rock Izard Co,K37T,HMN,-92.144472,36.164528,733
US,Holloman Afb,KHMN,,-106.106525,32.852519,4093
US,Altus Quartz Mountain Rgnl,KAXS,,-99.340278,34.696389,1433
US,Ed Carlson Mem Fld South Lewis Co,KTDO,,-122.806186,46.477231,374
US,Wetumpka Muni,K08A,,-86.328222,32.529438,197
US,Seward Muni,KSWT,FBG,-97.109233,40.864733,1505
US,Simmons Aaf,KFBG,,-78.936694,35.131828,242
US,Lawrenceville Brunswick Muni,KLVL,,-77.79425,36.772833,329
US,Superior Muni,K12K,,-98.060111,40.046361,1691
US,Forrest City Muni,KFCY,,-90.774964,34.941997,249
US,Stevens Point Muni,KSTE,NXX,-89.530283,44.545244,1110
US,Willow Grove Nas Jrb,KNXX,,-75.148167,40.199833,358
US,Spring Ranch,3TA6,,-100.253131,29.541894,1440
US,Blackwell Fld,K71J,,-85.619222,31.431139,356
US,Wyandot County,K56D,CYS,-83.314531,40.883369,830
US,Cheyenne Rgnl Jerry Olson Fld,KCYS,,-104.811839,41.155722,6156
US,Penn Valley,KSEG,,-76.863892,40.820557,450
US,Farias Wheel,NV33,,-119.395994,38.833244,4848
US,Prices,K9G2,,-83.769906,42.807614,920
US,Paintsville Prestonsburg Combs Fld,9KY9,,-82.77905,37.745928,624
US,Uno Mas Ranch,5TS1,SCK,-99.134472,28.205836,380
US,Stockton Metropolitan,KSCK,,-121.238306,37.894167,33
US,Hot Springs Co Thermopolis Muni,KTHP,,-108.213156,43.658289,4592
US,Boone Co,K6I4,CHS,-86.440556,40.007264,959
US,Charleston Afb Intl,KCHS,,-80.040528,32.898647,45
US,Watertown Muni,KRYV,,-88.723211,43.169633,833
US,Oxbow Ranch,OR17,RNO,-118.691336,44.411825,3972
US,Reno Tahoe Intl,KRNO,,-119.768108,39.499108,4415
US,Red Wing Rgnl,KRGK,,-92.484969,44.589356,780
US,Quakertown,KUKT,KTN,-75.381928,40.435211,526
US,Ketchikan Intl,PAKT,,-131.71375,55.355556,88
US,Star City Muni,K55M,,-91.877361,33.926083,398
US,Lost Hills Kern County,KL84,,-119.68624,35.623572,274
US,Heber City Muni Russ Mcdonald Fld,K36U,,-111.428806,40.481806,5637
US,Lakin,K36K,,-101.255447,37.969463,3077
US,Antelope Co,K4V9,,-98.038678,42.112228,1738
US,Whiting Fld Nas South,KNDZ,,-87.022967,30.704392,177
US,Keokuk Muni,KEOK,,-91.4285,40.459908,671
US,Mobridge Muni,KMBG,,-100.40792,45.546503,1715
US,Marthas Vineyard,KMVY,,-70.614333,41.393055,67
US,Hardy Anders Fld Natchez Adams Co,KHEZ,,-91.297336,31.613661,272
US,Council Muni,KU82,YIP,-116.446808,44.749889,2963
US,Willow Run,KYIP,,-83.530408,42.237928,716
US,Yoakum Co,KF98,VPZ,-102.830222,33.217278,3704
US,Porter Co Muni,KVPZ,ELM,-87.007072,41.453967,771
US,Elmira Corning Rgnl,KELM,,-76.891611,42.159889,954
US,Gansner Fld,K2O1,,-120.945389,39.943889,3415
US,Karl Stefan Mem,KOFK,,-97.435112,41.985464,1573
US,Rogers Fld,KO05,,-121.241169,40.282353,4528
US,Vinton Veterans Mem Arpk,KVTI,,-92.025928,42.218625,845
US,Kennett Mem,KTKX,,-90.036642,36.225861,262
US,Perry Co,KI86,,-82.197786,39.691597,1051
US,Salem Leckrone,KSLO,,-88.964186,38.642872,573
US,Hereford Muni,KHRX,,-102.326414,34.857758,3785
US,Gunnison Crested Butte Rgnl,KGUC,,-106.933028,38.533944,7678
US,Paloma Ranch,29AZ,,-112.90017,32.905602,737
US,Cal Black Memorial,KU96,,-110.569583,37.442215,4388
US,Morris Muni,KMOX,,-95.967186,45.565969,1138
US,Mt Olive Muni,KW40,,-78.037528,35.222508,168
US,Connell City,WA14,,-118.833333,46.662361,925
US,Charlevoix Muni,KCVX,,-85.27478,45.304779,669
US,Watts Woodland,KO41,,-121.872078,38.673878,125
US,C F C Aviation Ranch,XS12,,-98.017519,30.676022,1161
US,Lansing Muni,KIGQ,VBG,-87.529528,41.534917,620
US,Vandenberg Afb,KVBG,,-120.584306,34.737333,369
US,H H Coffield Rgnl,KRCK,,-96.989708,30.631588,474
US,Robertson Fld,KD55,BHM,-98.393336,48.753017,1608
US,Birmingham Intl,KBHM,,-86.75355,33.562942,644
US,Chesterfield Co,KFCI,,-77.524986,37.406539,237
US,Rostraver,KFWQ,,-79.831444,40.209721,1228
US,Abernathy Muni,KF83,,-101.762947,33.845914,3327
US,Ainsworth,06TE,NEL,-95.026875,30.312708,129
US,Lakehurst Naes,KNEL,,-74.353333,40.033333,103
US,Satanta Muni,K1K9,,-100.984444,37.456389,2976
US,Cattaraugus Co Olean,KOLE,,-78.371389,42.24125,2135
US,Oreck,MS88,CIU,-89.725069,30.777411,180
US,Chippewa Co Intl,KCIU,FRG,-84.472386,46.250753,800
US,Republic,KFRG,,-73.413408,40.728781,82
US,Portland Mulino,K4S9,,-122.590083,45.216324,260
US,Hook Fld Muni,KMWO,,-84.395278,39.531028,650
US,Rio Vista Muni,KO88,,-121.703639,38.193389,20
US,Laurinburg Maxton,KMEB,,-79.365847,34.791939,220
US,Diamondhead,K66Y,SYA,-89.387656,30.362981,14
US,Eareckson As,PASY,,174.11362,52.712275,98
US,Placerville,KPVF,,-120.753333,38.724222,2585
US,New Kent Co,KW96,,-77.125528,37.503203,123
US,Comanche Co,K3K8,,-99.330948,37.228081,2085
US,Eastland Muni,KETN,,-98.809756,32.413492,1464
US,Norton Muni,KNRN,LSV,-99.894667,39.850414,2383
US,Nellis Afb,KLSV,,-115.034253,36.236197,1870
US,Fremont Co,K1V6,,-105.105842,38.428025,5439
US,Grant Co Rgnl Ogilvie Fld,K5J0,,-118.9625,44.404167,3697
US,Chapman Farms,67CA,CLM,-120.378233,37.072722,175
US,William R Fairchild Intl,KCLM,RIV,-123.499694,48.120194,291
US,March Arb,KRIV,,-117.259453,33.880711,1535
US,Galesburg Muni,KGBG,,-90.431125,40.938003,764
US,Thief River Falls Rgnl,KTVF,,-96.184997,48.065678,1116
US,Lincoln,KS69,,-112.650464,46.954356,4600
US,John Bell Williams,KM16,,-90.408483,32.303341,246
US,Peter Prince Fld,K2R4,,-86.993652,30.637621,82
US,Alexander Salamon,KAMT,,-83.566261,38.851475,896
US,Searcy Muni,KSRC,,-91.737539,35.210611,264
US,Hobart Sky Ranch,K3HO,,-87.262536,41.554203,644
US,Kirsch Muni,KIRS,,-85.438958,41.813314,925
US,Deer Park,KDEW,,-117.426667,47.966639,2210
US,Mt Pleasant Muni,KMPZ,,-91.511075,40.946613,734
US,Eldorado,K27R,,-100.610883,30.862219,2448
US,Youngstown Elser Metro,K4G4,,-80.677328,40.961794,1070
US,Tuscola Area,KCFS,,-83.445475,43.458847,701
US,Fairview Muni,K6K4,,-98.475828,36.290146,1272
US,Pekin Muni,KC15,,-89.675911,40.488206,530
US,John A Baker Field,K0M3,MOD,-87.597322,35.545972,972
US,Modesto City Co Harry Sham,KMOD,SMF,-120.954422,37.625817,97
US,Sacramento Intl,KSMF,,-121.590778,38.695417,27
US,Owyhee,K10U,,-116.187603,41.953232,5374
US,Scottsdale,KSDL,,-111.91053,33.622875,1510
US,Chester Catawba Rgnl,K9A6,,-81.195778,34.789333,656
US,Airglades,K2IS,,-81.049789,26.74201,20
US,Dell Flt Strip,K4U9,,-112.720014,44.735748,6007
US,Creighton Muni,K6K3,,-97.883678,42.470837,1653
US,Gratiot Community,KAMN,,-84.68795,43.322142,754
US,Webster Nolf,KNUI,,-76.428561,38.145958,22
US,Houston Muni,KM44,,-89.023672,33.891781,337
US,Sisseton Muni,K8D3,,-96.996193,45.670792,1161
US,Skagit Rgnl,KBVS,,-122.420861,48.470889,144
US,Hugoton Muni,KHQG,,-101.370528,37.163081,3133
US,Dowagiac Muni,KC91,,-86.128014,41.992933,748
US,Moore Murrell,KMOR,,-83.37545,36.179397,1313
US,Jerry Tyler Mem,K3TR,,-86.225175,41.835908,750
US,Waukegan Rgnl,KUGN,COS,-87.867908,42.422161,727
US,City Of Colorado Springs Muni,KCOS,,-104.700778,38.805805,6187
US,Faith Cattle Company Longfellow Ranch,8TE6,,-102.717097,30.300178,3900
US,C A Moore,K19M,,-90.025558,33.125461,340
US,Concordia Parish,K0R4,,-91.506469,31.561994,54
US,Simtag Farms,OR32,MKC,-119.945869,45.752075,550
US,Charles B Wheeler Downtown,KMKC,,-94.59275,39.12325,759
US,Andrews Co,KE11,BUF,-102.529528,32.331111,3174
US,Buffalo Niagara Intl,KBUF,,-78.732167,42.940525,724
US,Strother Fld,KWLD,GSP,-97.03755,37.168611,1160
US,Greenville Spartanburg Intl,KGSP,,-82.218861,34.895667,964
US,Griffing Sandusky,KSKY,,-82.652333,41.433361,580
US,Holly Springs Marshall Co,KM41,,-89.521108,34.804347,553
US,Finger Lakes Rgnl,K0G7,,-76.781097,42.883647,492
US,Stanton Muni,K63F,SDF,-101.822472,32.173583,2731
US,Louisville Intl Standiford Fld,KSDF,,-85.736,38.174389,501
US,Deer Creek Ranch,CA60,,-121.996928,39.949881,280
US,Springhill,KSPH,,-93.409172,32.983447,218
US,Wilson Creek,K5W1,,-119.115017,47.424866,1440
US,Macomb Muni,KMQB,PAE,-90.652389,40.520083,707
US,Snohomish Co,KPAE,MUO,-122.281564,47.906342,606
US,Mountain Home Afb,KMUO,,-115.872431,43.043603,2996
US,Mettel Fld,KCEV,,-85.129697,39.698494,867
US,Frankfort,LL40,,-87.840472,41.477501,778
US,Pine River Rgnl,KPWC,CDC,-94.3817,46.724789,1295
US,Cedar City Rgnl,KCDC,,-113.098847,37.700967,5622
US,Ashland Muni Sumner Parker Fld,KS03,,-122.660628,42.190283,1885
US,Boyne Mountain,KBFA,,-84.924056,45.165842,719
US,Cape Blanco State,K5S6,PDK,-124.517608,42.857886,214
US,Dekalb Peachtree,KPDK,,-84.301972,33.875611,1003
US,Rector,K7M8,,-90.319544,36.250064,281
US,Benson Muni,KBBB,,-95.650564,45.331932,1039
US,Boulder Muni,K1V5,,-105.225822,40.039431,5288
US,Stanton,KI50,,-83.845753,37.850081,651
US,Clinton Mem,KGLY,MSO,-93.684178,38.356571,822
US,Missoula Intl,KMSO,,-114.090556,46.916306,3205
US,Marble Canyon,KL41,,-111.64655,36.812489,3603
US,Richfield Muni,KRIF,,-112.098944,38.736436,5301
US,Boerne Stage Fld,K5C1,,-98.694642,29.723931,1385
US,Warrenton Fauquier,KW66,,-77.710636,38.586289,337
US,Stellar Airpark,KP19,,-111.915436,33.298875,1177
US,North Palm Beach Co Gen Avn,KF45,,-80.221331,26.844361,22
US,Princeton Caldwell Co,K2M0,,-87.857081,37.115131,584
US,Shelby Co,K2H0,,-88.845433,39.410427,618
US,Dogwood Airpark,VA42,,-77.452206,38.358461,180
US,Grants Pass,K3S8,,-123.38799,42.510117,1126
US,Griffith Merrillville,K05C,,-87.399508,41.519842,634
US,Athelone Williams Mem,K6G0,,-83.529671,43.029139,780
US,Zachry Ranch,7TE1,,-98.938642,27.072542,592
US,Ottawa Muni,KOWI,,-95.252972,38.538666,966
US,Transportation Research Center Of Ohio,9OI5,,-83.541733,40.308114,1100
US,Front Royal Warren Co,KFRR,,-78.253514,38.917533,709
US,Lompoc,KLPC,,-120.467503,34.665619,88
US,Upperville,2VG2,,-77.869717,38.971775,551
US,Driggs Reed Mem,KDIJ,,-111.097778,43.742444,6229
US,Mc Elroy Afld,K20V,,-106.368947,40.05368,7411
US,Rockingham County Nc Shiloh,KSIF,,-79.851011,36.437222,693
US,Salem Mem,KK33,,-91.604442,37.615233,1241
US,Riddick Fld,KU05,,-113.305064,46.319369,5212
US,Beulah,K95D,,-101.814058,47.250842,1791
US,Goddard Ranch,OK85,,-96.916954,34.300095,858
US,J Lynn Helms Sevier Co,KDEQ,PIB,-94.399364,34.046994,355
US,Hattiesburg Laurel Rgnl,KPIB,,-89.337056,31.467139,298
US,Taunton Muni King Fld,KTAN,,-71.016644,41.874403,43
US,Stockton Muni,KMO3,BDL,-93.816822,37.660261,1042
US,Bradley Intl,KBDL,,-72.683222,41.938889,173
US,Lawrence Smith Mem,KLRY,,-94.342131,38.611022,915
US,Minneapolis City Co,K45K,,-97.720592,39.094723,1245
US,Mason City Muni,KMCW,,-93.331261,43.157791,1213
US,Lawrence Co,K9A4,,-87.348833,34.659389,588
US,Billy G Ray Field,KCNP,,-102.464056,41.077472,3682
US,Glad Oaks,2XS3,,-95.700239,32.016828,487
US,Jackson Co,K19A,,-83.560667,34.174026,951
US,Clark Rgnl,KJVY,,-85.738194,38.365417,474
US,Tarboro Edgecombe,KETC,,-77.546639,35.9371,53
US,Cochran Co,KF85,,-102.73382,33.729263,3746
US,Terrell Co,K6R6,,-102.212914,30.046024,2322
US,Union Co,KMRT,,-83.351611,40.224694,1021
US,Rolla Downtown,KK07,,-91.813547,37.935654,987
US,Franklin Co State,KFSO,,-73.097458,44.940281,228
US,Rugby Muni,KRUG,,-100.024275,48.390358,1548
US,Mount Washington Rgnl,KHIE,MTN,-71.544472,44.367617,1074
US,Martin State,KMTN,,-76.413767,39.325665,22
US,Eldon Model Airpark,KH79,,-92.571572,38.360625,909
US,Black River Ranch,1MI3,,-84.321681,45.195844,880
US,Lind,K0S0,,-118.587231,46.976842,1507
US,Tallahassee Coml,K68J,,-84.373833,30.547306,155
US,Fort Belknap Agency,KU09,,-108.769044,48.481108,2374
US,Kerrville Muni Louis Schreiner Fld,KERV,,-99.085678,29.976731,1617
US,Big Sandy,K3U8,,-110.113261,48.162479,2700
US,Red Lodge,KRED,MGM,-109.267378,45.187444,5763
US,Montgomery Rgnl,KMGM,RKS,-86.393972,32.300639,221
US,Rock Springs Sweetwater Co,KRKS,MFE,-109.065192,41.594217,6760
US,Mc Allen Miller Intl,KMFE,,-98.238611,26.175833,107
US,Stanley Muni,K08D,NGU,-102.406353,48.3008,2245
US,Norfolk Ns,KNGU,,-76.289289,36.937644,15
US,Crownpoint,K0E8,CEF,-108.201597,35.717658,6696
US,Westover Arb Metropolitan,KCEF,,-72.534783,42.194014,241
US,Albion Muni,KBVN,,-98.055761,41.728578,1806
US,Alliance Muni,KAIA,,-102.803778,42.053222,3931
US,Albert J Ellis,KOAJ,,-77.612139,34.829164,94
US,Randolph Co,KI22,,-84.925694,40.168944,1119
US,Kokomo Muni,KOKK,LBB,-86.05899,40.528179,830
US,Lubbock Preston Smith Intl,KLBB,,-101.822778,33.663639,3282
US,Lordsburg Muni,KLSB,,-108.691739,32.333464,4289
US,Newport Muni,KM19,,-91.176376,35.637718,239
US,Arnold Afb,KAYX,EGE,-86.085823,35.392578,1065
US,Eagle Co Rgnl,KEGE,,-106.917694,39.642556,6540
US,Pleasanton Muni,KPEZ,ORD,-98.519986,28.954189,430
US,Chicago Ohare Intl,KORD,,-87.904842,41.978603,668
US,Clarke Co,K23M,,-88.738933,32.084872,320
US,St Augustine,KSGJ,,-81.33975,29.95925,10
US,Melon Fld,1CO5,,-103.699117,38.015285,4260
US,Montevideo Chippewa Co,KMVE,,-95.710251,44.969055,1034
US,Brigham City,KBMC,,-112.062222,41.552389,4229
US,Reelfoot Lake,K0M2,,-89.346183,36.475342,289
US,Kewanee Muni,KEZI,,-89.963861,41.205194,858
US,Boca Raton,KBCT,,-80.107694,26.3785,13
US,Connellsville,KVVS,,-79.657139,39.959167,1267
US,Mountain Empire,KMKJ,,-81.349944,36.894861,2558
US,Columbus Afb Aux Afld,1MS8,,-88.579211,32.940128,260
US,Liberty Co,K2J2,,-81.641167,31.784611,98
US,New Richmond Rgnl,KRNH,,-92.538061,45.148311,996
US,Edgar Co,KPRG,,-87.669619,39.700158,654
US,Ephrata Muni,KEPH,,-119.515889,47.307583,1275
US,Wiley Post,KPWA,,-97.647053,35.534167,1299
US,Homestead General Avn,KX51,,-80.55425,25.499222,7
US,Sullivan Co Intl,KMSV,FAI,-74.795013,41.701649,1403
US,Fairbanks Intl,PAFA,,-147.856267,64.815114,434
US,Quantico Mcaf,KNYG,,-77.305333,38.501683,11
US,Hopkinsville Christian Co,KHVC,CVS,-87.455067,36.856972,564
US,Cannon Afb,KCVS,NGF,-103.322147,34.382775,4295
US,Kaneohe Bay Mcaf,PHNG,,-157.768,21.450453,24
US,Chandler Rgnl,KCQB,,-96.820272,35.723816,984
US,Bay Minette Muni,K1R8,,-87.819322,30.870397,248
US,Sebring Rgnl,KSEF,BKL,-81.3424,27.456402,63
US,Burke Lakefront,KBKL,,-81.683333,41.5175,583
US,Putty Ranch,TA78,,-98.061425,31.972369,1143
US,Byerley,K0M8,UIN,-91.187664,32.825881,106
US,Quincy Rgnl Baldwin Fld,KUIN,,-91.194567,39.942733,769
US,St Marys Co Rgnl,K2W6,,-76.550111,38.315361,142
US,David Wayne Hooks Mem,KDWH,,-95.552778,30.061833,152
US,La Cholla Airpark,57AZ,,-111.002881,32.446739,2940
US,Greensburg Decatur Co,KI34,,-85.52253,39.326912,912
US,Skylark Fld,KILE,,-97.6865,31.085833,848
US,La Fonda Ranch,2TX3,,-100.617028,29.216903,1020
US,Fallon Muni,KFLX,,-118.74875,39.499083,3963
US,Putnam Co,K4I7,,-86.8139,39.630306,842
US,Hancock Co Bar Harbor,KBHB,,-68.3615,44.449972,83
US,Malone Dufort,KMAL,,-74.32895,44.853658,790
US,Hartford Muni,KHXF,,-88.391125,43.349277,1070
US,Valley View,K5S9,,-122.318697,45.308178,735
US,Columbus Lowndes Co,KUBS,FPR,-88.380317,33.465397,188
US,St Lucie Co Intl,KFPR,,-80.368278,27.495056,23
US,Cobb Co Mc Collum Fld,KRYY,OFF,-84.598567,34.013167,1040
US,Offutt Afb,KOFF,,-95.912511,41.118332,1052
US,Camp Davis Mcolf,14NC,,-77.55,34.516667,60
US,Jerry Sumners Sr Aurora Muni,K2H2,,-93.695311,36.962307,1434
US,Harrison Piloncillo Ranch,TE27,,-99.599211,28.254442,520
US,Madisonville Muni,K51R,,-95.952,30.912833,287
US,Buffalo Muni,KBFK,,-99.618731,36.8633,1822
US,Lonnie Pool Fld Weaverville,KO54,,-122.92197,40.745701,2350
US,Three Rivers Muni Dr Haines,KHAI,,-85.593389,41.959751,824
US,Princeville,HI01,GAM,-159.445533,22.209189,344
US,Gambell,PAGM,,-171.732825,63.766766,27
US,Lumpkin Co Wimpys,K9A0,,-84.020744,34.579258,1311
US,Lexington County At Pelion,K6J0,,-81.245861,33.794639,452
US,Henderson Oxford,KHNZ,,-78.529167,36.361561,527
US,Ocean Springs,K5R2,,-88.753444,30.389444,20
US,Sayre Muni,K3O4,GKN,-99.657875,35.167553,1937
US,Gulkana,PAGK,BFF,-145.456639,62.154888,1580
US,Western Neb Rgnl William B Heilig Fld,KBFF,,-103.595639,41.874028,3967
US,Jacqueline Cochran Rgnl,KTRM,,-116.159653,33.626667,-115
US,Wahoo Muni,KAHQ,ART,-96.594028,41.241333,1224
US,Watertown Intl,KART,,-76.021739,43.991922,325
US,Snow Crest Ranch,0WI4,,-89.352619,43.829422,810
US,Wamego Muni,K69K,,-96.258886,39.19722,966
US,Benson Airstrip,2XS8,,-99.823947,29.229406,929
US,Sharp Co Rgnl,KCVK,,-91.562642,36.264872,716
US,Troy Muni,KTOI,,-86.012139,31.860417,398
US,Casa De Aero Park,68IS,,-88.559811,42.148636,860
US,Knox Co Rgnl,KRKD,OQU,-69.099231,44.060111,56
