carrier,from_airport,to_airport,,long,lat,wac
AA,Reina Beatrix Intl,TNCA,,-70.015221,12.501389,60
AC,V C Bird Intl,TAPA,,-61.792667,17.136749,62
AE,Al Saqr,OM01,,55.96038,25.755349,15
AE,Arzanah,OMAR,,52.559944,24.780528,15
AE,Al Hamra Aux,OMAH,,52.463644,24.073981,50
AE,Minhad Ab,OMDM,,55.366244,25.026819,165
AE,Sharjah Intl,OMSJ,,55.51715,25.328575,111
AE,Abu Dhabi Intl,OMAA,,54.651138,24.432972,88
AE,Al Dhafra,OMAM,,54.547722,24.248249,77
AE,Zirku,OMAZ,,53.077833,24.861542,14
AE,Dubai Intl,OMDB,,55.364444,25.252778,62
AE,Yas Island,OM10,,52.580353,24.283994,25
AE,Fujairah Intl,OMFJ,,56.323964,25.112225,152
AE,Ras Al Khaimah Intl,OMRK,,55.938817,25.613483,102
AE,Das Island,OMAS,,52.873711,25.146219,12
AE,Bateen,OMAD,,54.458084,24.428333,16
AE,Al Ain Intl,OMAL,,55.609167,24.261667,869
AE,Abu Dhabi Northeast,OM11,,54.980064,24.518856,88
AE,Jebel Dhana,OMAJ,,52.614,24.187428,43
AF,Herat,OAHR,,62.2283,34.210017,3206
AF,Mazar I Sharif,OAMS,,67.209678,36.706914,1284
AF,Bagram,OAIX,,69.264972,34.946139,4895
AF,Kandahar,OAKN,,65.847822,31.505756,3337
AF,Shindand,OASD,,62.260975,33.391331,3773
AF,Jalalabad,OAJL,,70.498625,34.399842,1814
AF,Konduz,OAUZ,,68.910833,36.665111,1457
AF,Kabul Intl,OAKB,,69.212328,34.565853,5877
AF,Sheberghan,OASG,,65.913164,36.750783,1053
AF,Maimana,OAMN,,64.760917,35.930789,2743
AG,Batna,DABT,,6.308589,35.752106,2697
AG,Illizi,DA10,,8.483656,26.573567,1778
AG,Soummam,DAAE,,5.069922,36.711997,20
AG,Annaba,DABB,,7.809167,36.822225,16
AG,Zenata,DAON,,-1.45,35.016667,814
AG,Tiska,DAAJ,,9.452444,24.292767,3176
AG,Bechar,DAOR,,-2.269861,31.645744,2661
AG,Boufarik,DAAK,,2.876111,36.545834,335
AG,Hamaguir,DA11,,-3.067747,30.879003,2454
AG,Tamanrasset,DAAT,,5.451075,22.811461,4518
AG,Illizi Takhamalt,DAAP,,8.622653,26.723536,1778
AG,Bou Sfer,DAOE,,-0.805389,35.735389,187
AG,El Abiodh Sidi Cheikh,DA12,,0.524694,32.898529,2965
AG,Laghouat,DAUL,,2.928344,33.764383,2510
AG,Ouargla,DAUU,,5.412778,31.917223,492
AG,Hassi R Mel,DAFH,,3.311542,32.930431,2540
AG,Tafaraoui,DAOL,,-0.532278,35.542444,367
AG,Ech Cheliff,DAOI,,1.331775,36.212658,463
AG,Bou Chekif,DAOB,,1.463147,35.341136,3245
AG,Touat Cheikh Sidi Mohamed Belkebir,DAUA,,-0.186414,27.837589,919
AG,Tinfouchy,DA13,,-5.8229,28.879322,1804
AG,Relizane,DAAZ,,0.626272,35.752239,282
AG,Timimoun,DAUT,,0.276033,29.237119,1027
AG,Tindouf,DAOF,,-8.167103,27.700372,1453
AG,Biskra,DAUB,,5.738231,34.793289,289
AG,In Amenas,DAUZ,,9.642911,28.05155,1847
AG,Houari Boumediene,DAAG,,3.215408,36.691014,82
AG,Mohamed Boudiaf Intl,DABC,,6.620386,36.276028,2265
AG,Sidi Bel Abbes,DAOS,,-0.593275,35.171775,1614
AG,Reggane,DAAN,,0.285647,26.710103,955
AG,Ghriss,DAOV,,0.147142,35.207725,1686
AG,Sidi Mahdi,DAUK,,6.088672,33.067803,279
AG,Cheikh Larbi Tebessi,DABS,,8.120717,35.431611,2661
AG,Ain Oussera,DAAQ,,2.878714,35.525414,2132
AG,Oued Irara,DAUH,,6.140444,31.672972,463
AG,Guemar,DAUO,,6.776794,33.511397,203
AG,Es Senia,DAOO,,-0.621183,35.623858,295
AG,Blida,DAAB,,2.814167,36.503613,535
AG,Noumerat,DAUG,,3.794114,32.384106,1512
AG,Bou Saada,DAAD,,4.206389,35.3325,1506
AG,Jijel,DAAV,,5.873608,36.795136,36
AG,In Salah,DAUI,,2.512017,27.251022,896
AG,Saida,DA15,,0.151694,34.897194,2444
AG,Tindouf East,DA16,,-7.500114,27.585922,1425
AG,El Golea,DAUE,,2.859586,30.571294,1306
AG,Mecheria,DAAY,,-0.242353,33.535853,3855
AJ,Ganja,UBBG,,46.317581,40.737678,1083
AJ,Lenkoran,UB10,,48.818039,38.746442,30
AJ,Dollyar,UG11,,45.957014,40.887622,1099
AJ,Nasosnaya,UB12,,49.557439,40.591581,-13
AJ,Stepanakert,UB13,,46.787031,39.901439,2001
AJ,Kyurdamir,UB14,B15,48.163567,40.273589,-35
AJ,Nakhchivan,UBBN,,45.458442,39.188806,2863
AJ,Belokany,UB16,,46.355289,41.753394,935
AJ,Baku Kala,UB18,,50.200197,40.406553,40
AJ,Heydar Aliyev,UBBB,,50.046667,40.4675,10
AL,Tirana Rinas,LATI,,19.720561,41.414742,126
AL,Kucova,LAKV,,19.90189,40.771889,135
AL,Gjader,LAGJ,,19.598678,41.895222,23
AL,Korce Northwest,LAKO,,20.741486,40.645656,665
AL,Gjirokaster,LA10,,20.153056,40.087333,666
AM,Kalinino,UD19,D20,44.344722,41.049733,4846
AM,Erebuni,UDYE,,44.464992,40.122114,2948
AM,Stepanavan,UDLS,,44.337172,41.04845,4836
AM,Yerevan Yegvard,UD21,,44.564558,40.294083,4416
AM,Zvartnots,UDYZ,,44.395881,40.147275,2838
AM,Gyumri,UDSG,,43.859342,40.750369,5000
AO,Mbanza Congo,FNBC,,14.247025,-6.269897,1860
AO,Soyo,FNSO,,12.371764,-6.141086,15
AO,Menongue,FNME,,17.719833,-14.657583,4469
AO,Luena,FNUE,,19.897672,-11.768086,4360
AO,Uige,FNUG,,15.027822,-7.603067,2720
AO,Porto Amboim,FNPA,,13.765528,-10.721956,16
AO,Cabinda,FNCA,,12.188353,-5.596992,66
AO,Luzamba,FNLZ,,18.049344,-9.115956,2904
AO,Negage,FNNG,,15.287728,-7.754506,4105
AO,Xangongo,FNXA,,14.965344,-16.755417,3635
AO,Namibe,FNMO,,12.146756,-15.261222,210
AO,Luanda 4 De Fevereiro,FNLU,,13.231178,-8.858375,243
AO,Dundo,FNDU,,20.818481,-7.400892,2451
AO,Lobito,FNLB,,13.536625,-12.371233,10
AO,Malanje,FNMA,,16.312406,-9.525086,3868
AO,Benguela,FNBG,,13.403711,-12.609025,118
AO,Huambo,FNHU,,15.760547,-12.808878,5587
AO,Ngiva,FNGI,,15.683822,-17.043464,3566
AO,Kuito,FNKU,,16.947414,-12.404633,5618
AO,Lubango,FNUB,,13.575022,-14.924733,5778
AO,Matala,FN18,,15.014006,-14.727547,4120
AO,Cabo Ledo,FN19,,13.26065,-9.65305,360
AO,Saurimo,FNSA,,20.431875,-9.689067,3584
AO,Nzagi,FNZG,,21.358166,-7.716944,2431
AO,Sumbe,FNSU,PPG,13.847544,-11.167922,36
AQ,Pago Pago Intl,NSTU,FAQ,-170.7105,-14.331,32
AQ,Fitiuta,NSFQ,,-169.42545,-14.217233,110
AR,Estancia Don Panos,SA10,,-59.535311,-26.295928,262
AR,Campo Arenal,SA11,,-66.5861,-27.072283,7622
AR,Termal,SARS,,-60.493103,-26.756519,307
AR,Ushuaia Malvinas Argentinas,SAWH,SRC,-68.29575,-54.843278,71
AR,Valle Del Conlara,SAOS,,-65.186522,-32.384669,2021
AR,Curuzu Cuatia,SATU,,-57.978889,-29.770555,229
AR,Quemu Quemu,SA12,,-63.631281,-36.058717,327
AR,Estancia La Estrella,SA13,,-58.666006,-37.559422,456
AR,Miramar,SA14,,-57.86972,-38.227055,43
AR,El Calafate,SAWC,,-72.053103,-50.280322,669
AR,Perito Moreno,SAWP,,-70.978689,-46.537911,1410
AR,El Porton,SA07,,-69.609469,-37.194983,2853
AR,Santa Rita,SA06,,-60.150289,-35.834694,177
AR,Cafayate,SA02,,-65.936867,-26.056072,5375
AR,Olavarria,SAZF,,-60.216619,-36.890039,551
AR,Bolivar,SAZI,,-61.076367,-36.186594,308
AR,La Puntilla,SA16,,-68.873706,-32.962814,2953
AR,La Quiaca,SASQ,,-65.5775,-22.150556,11414
AR,Santa Teresita,SAZL,,-56.721756,-36.542317,10
AR,Chos Malal,SAHC,,-70.222469,-37.444692,2788
AR,General Roca,SAHR,,-67.620514,-39.000672,853
AR,General Urquiza,SAAP,,-60.480361,-31.794778,243
AR,Tinogasta,SANI,,-67.580314,-28.03775,3968
AR,Jujuy,SASJ,,-65.097778,-24.392778,3019
AR,Rio Cuarto Aeroclub,SA17,,-64.338192,-33.160583,1424
AR,Reconquista,SATR,,-59.68,-29.210278,161
AR,Loncopue,SA18,,-70.667778,-38.082778,3627
AR,Junin,SAAJ,,-60.930556,-34.545889,262
AR,Chamical,SACT,,-66.29361,-30.345278,1503
AR,Comodoro Pierrestegui,SAAC,,-57.996631,-31.296944,112
AR,El Plumerillo,SAME,,-68.792856,-32.831717,2310
AR,El Tehuelche,SAVY,,-65.102725,-42.759161,426
AR,Coronel Suarez,SAZC,,-61.889297,-37.446111,768
AR,Villa Reynolds,SAOR,,-65.378086,-33.725144,1591
AR,Rio Grande,SAWE,,-67.749389,-53.777667,65
AR,Loma La Lata,SA20,,-68.737306,-38.413778,1329
AR,Ambrosio L V Taravella,SACO,,-64.207953,-31.323619,1604
AR,Gobernador Castello,SAVV,,-63.000389,-40.869222,20
AR,Veinticinco De Mayo,SA21,,-67.659339,-37.809786,1138
AR,San Juan,SANU,,-68.418194,-31.571472,1959
AR,Santa Victoria,SA22,,-62.713728,-22.285742,918
AR,Moron,SADM,,-58.642756,-34.676317,95
AR,Apostoles,SA23,,-55.765514,-27.903242,581
AR,Calilegua,SA24,,-64.750667,-23.782178,1449
AR,Almirante Zar,SAVT,,-65.270319,-43.2105,141
AR,Canadon Seco,SA25,,-67.56385,-46.539031,295
AR,Bella Vista,SA26,,-59.038528,-28.526222,180
AR,Cap D Omar Dario Gerardi,SACA,,-64.258225,-31.441925,1594
AR,Rio Gallegos,SAWG,,-69.312636,-51.608875,61
AR,Mar Del Plata,SAZM,,-57.573333,-37.934167,71
AR,Formosa,SARF,,-58.228111,-26.212722,194
AR,Comandante Espora,SAZB,,-62.169317,-38.724967,246
AR,Comodoro P Zanni,SAZP,,-61.857553,-35.844592,278
AR,Cutralco,SAZW,,-69.264642,-38.939683,2133
AR,General Enrique Mosconi,SAST,,-63.793189,-22.619167,1473
AR,Tandil,SAZT,,-59.227922,-37.237392,574
AR,Rio Cuarto Area De Material,SAOC,,-64.261314,-33.085128,1381
AR,Monte Caseros,SARM,,-57.640231,-30.271922,174
AR,Necochea,SAZO,,-58.817222,-38.483056,72
AR,Aviador C Campos,SAZY,,-71.137294,-40.075383,2569
AR,Nanco Lauquen,SA28,,-62.772419,-35.971486,302
AR,Choele Choel,SA29,,-65.610325,-39.286422,643
AR,Colonia Catriel,SA30,,-67.834969,-37.910183,1026
AR,El Bolson,SAVB,,-71.532289,-41.943189,1131
AR,San Nicolas De Los Arroyos,SA31,,-60.195675,-33.390697,98
AR,San Julian,SAWJ,,-67.802589,-49.306775,190
AR,La Plata,SADL,,-57.894694,-34.972222,72
AR,Venado Tuerto,SA32,,-61.956389,-33.681831,367
AR,Paso De Los Libres,SARL,,-57.152078,-29.689425,230
AR,La Rioja,SANL,,-66.795839,-29.381636,1436
AR,El Palomar,SADP,,-58.612592,-34.609939,59
AR,General Pico,SAZG,,-63.758286,-35.696183,459
AR,Villa Minetti,SA03,,-61.603764,-28.620083,246
AR,Presidente Peron,SAZN,,-68.155711,-38.949,895
AR,Salta,SASA,,-65.486169,-24.855978,4088
AR,Santa Rosa,SAZR,,-64.275694,-36.588322,630
AR,Corrientes,SARC,,-58.761864,-27.445503,203
AR,Campo De Mayo,SADO,,-58.671736,-34.534439,78
AR,Comandante Luis Piedrabuena,SA33,,-68.953081,-49.995089,78
AR,Puerto Deseado,SAWD,,-65.904097,-47.735292,266
AR,Antoine De St Exupery,SAVN,,-65.034286,-40.751221,85
AR,Aeroparque Jorge Newbery,SABE,,-58.415606,-34.559175,18
AR,San Fernando,SADF,,-58.589644,-34.453189,10
AR,Mariano Moreno,SADJ,,-58.789564,-34.56065,105
AR,Trelew Aeroclub,SA34,,-65.324092,-43.235644,128
AR,Andalgala,SA35,,-66.350833,-27.631667,2952
AR,Saladillo,SA36,,-59.816389,-35.608056,147
AR,Marcos Juarez,SAOM,,-62.157792,-32.683639,361
AR,Las Heras,SAVH,,-68.951111,-46.533056,1082
AR,Villa Gesell,SAZV,,-57.029239,-37.235408,32
AR,Santa Cruz,SAWU,,-68.579197,-50.01655,364
AR,C Faa H R Borden,SAVJ,,-69.574861,-41.320903,2927
AR,San Carlos De Bariloche,SAZS,,-71.157542,-41.151172,2776
AR,Chilecito,SANO,,-67.438889,-29.223888,3099
AR,Las Lajas,SA38,,-70.337078,-38.538931,2789
AR,Jujuy Aeroclub,SA39,,-65.269053,-24.236472,4049
AR,Pergamino,SAAN,,-60.647972,-33.918964,236
AR,San Luis,SAOU,,-66.356422,-33.273192,2329
AR,Cataratas Del Iguazu,SARI,,-54.473444,-25.737281,916
AR,San Juan Aeroclub,SA40,,-68.547181,-31.603078,2080
AR,Gualeguaychu,SAAG,,-58.613056,-33.010278,75
AR,Eldorado,SATD,,-54.574722,-26.397499,685
AR,Teniente Benjamin Matienzo,SANT,,-65.104944,-26.840861,1495
AR,Ministro Pistarini,SAEZ,,-58.535833,-34.822222,67
AR,Ushuaia Est Aeronaval,SAWO,,-68.304264,-54.822697,20
AR,Tres Arroyos,SAZH,,-60.329711,-38.386911,400
AR,San Rafael,SAMR,,-68.403854,-34.588314,2470
AR,Resistencia,SARE,,-59.056125,-27.449986,173
AR,Santa Maria,SA42,,-66.024003,-26.673436,5905
AR,Catamarca,SANC,,-65.750925,-28.593214,1522
AR,Rincon De Los Sauces,SAHS,,-68.904211,-37.390617,1969
AR,Posadas,SARP,,-55.970728,-27.385839,430
AR,Belen,SA44,,-67.095058,-27.707933,3937
AR,Rosario,SAAR,,-60.785,-32.903611,85
AR,Sauce Viejo,SAAV,,-60.811668,-31.711666,56
AR,Goya,SATG,,-59.250583,-29.099472,125
AR,Esquel,SAVE,,-71.139472,-42.90795,2621
AR,Comodoro Rivadavia,SAVC,,-67.465508,-45.785347,190
AR,Oran,SASO,,-64.32917,-23.152779,1168
AR,Malargue,SAMM,,-69.574267,-35.493597,4683
AR,Frias,SA45,,-65.109167,-28.634444,1082
AR,Santiago Del Estero,SANE,,-64.310122,-27.765617,656
AR,Zapala,SAHZ,,-70.113581,-38.9755,3330
AR,Obera,SATO,,-55.124156,-27.518156,1125
AR,Cachi,SA01,,-66.157192,-25.105006,7940
AR,Villa Dolores,SAOD,,-65.146283,-31.945183,1915
AR,Rafaela,SA48,,-61.501717,-31.282517,361
AR,Isla Martin Garcia,SA04,,-58.246911,-34.182122,7
AR,Bell Ville,SA05,,-62.702025,-32.659883,429
AR,Laboulaye,SAOL,,-63.36225,-34.135444,449
AS,Scherger,YBSG,,142.087222,-12.623889,145
AS,Palm Island,YPAM,,146.581389,-18.755278,28
AS,Century Mine,YCNY,,138.706667,-18.753333,416
AS,Ballera,YLLE,,141.808333,-27.408333,385
AS,Truscott Mungalalu,YTST,,126.380833,-14.089722,181
AS,Margaret River,YMGT,,115.1,-33.930556,374
AS,Manjimup,YMJM,,116.140278,-34.265278,940
AS,Bronzewing,YBWG,,121.035833,-27.365556,1645
AS,Murrin Murrin,YMMI,,121.890556,-28.705278,1535
AS,Trepell,YTEE,,140.888333,-21.835,891
AS,The Monument,YTMO,,139.923611,-21.811111,949
AS,Cummins,YCUS,,135.641667,-34.208333,197
AS,Lizard Island,YLZI,,145.45,-14.666667,70
AS,Williamson,YWIS,,150.1775,-22.473333,89
AS,Kubin,YKUB,,142.218333,-10.225,15
AS,Murray Field,YMUL,,115.841667,-32.508333,56
AS,Pormpuraaw,YPMP,,141.609444,-14.896667,10
AS,Lake Evella,YLEV,,135.805833,-12.498889,256
AS,Warburton,YWBR,,126.583333,-26.128333,1500
AS,Barimunya,YBRY,,119.166111,-22.673889,2082
AS,Mount Hotham,YHOT,,147.334167,-37.0475,4260
AS,Warwick,YWCK,,151.943056,-28.149444,1500
AS,Leongatha,YLEG,,145.859722,-38.493056,263
AS,Ravensthorpe,YNRV,,120.208056,-33.797222,209
AS,Yarrawonga,YYWG,,146.028611,-36.028889,423
AS,Mount Bundey,YMDY,,131.908333,-12.89,150
AS,Birchip,YBIR,,142.9175,-35.999722,340
AS,Osborne Mine,YOSB,,140.555,-22.081667,935
AS,Snake Bay,YSNB,,130.653611,-11.422778,173
AS,Darwin Intl,YPDN,,130.876667,-12.414722,103
AS,Taree,YTRE,,152.513889,-31.888611,38
AS,Goulburn,YGLB,,149.726389,-34.810278,2141
AS,Dirranbandi,YDBI,,148.216667,-28.591667,567
AS,Bamaga Injinoo,YBAM,,142.459444,-10.950833,34
AS,Cooktown,YCKN,,145.184444,-15.444722,26
AS,Avalon,YMAV,,144.469444,-38.039444,35
AS,Bathurst,YBTH,,149.651944,-33.409444,2435
AS,Coen,YCOE,,143.113611,-13.760833,532
AS,Forrest,YFRT,,128.115,-30.838056,511
AS,Ararat,YARA,,142.988611,-37.309444,1008
AS,Brisbane Archerfield,YBAF,,153.008056,-27.570278,63
AS,Curtin,YCIN,,123.828333,-17.581389,300
AS,Gove,YPGV,,136.818333,-12.269444,205
AS,Port Macquarie,YPMQ,,152.863333,-31.435833,12
AS,Mount Gambier,YMTG,,140.785278,-37.745556,212
AS,Georgetown,YGTN,,143.53,-18.305,995
AS,Warrnambool,YWBL,,142.446667,-38.295278,242
AS,Hughenden,YHUG,,144.225278,-20.815,1043
AS,Weipa,YBWP,,141.925278,-12.678611,63
AS,Charleville,YBCV,,146.2625,-26.413334,1003
AS,Cairns Intl,YBCS,,145.755278,-16.885833,10
AS,Cowra,YCWR,,148.648889,-33.844722,966
AS,Chinchilla,YCCA,,150.616667,-26.775,1028
AS,Albany,YABA,,117.808889,-34.943333,233
AS,Horn Island,YHID,,142.29,-10.586389,43
AS,Mount Isa,YBMA,,139.488611,-20.663889,1121
AS,Port Hedland Intl,YPPD,,118.626389,-20.377778,33
AS,Barcaldine,YBAR,,145.306667,-23.565278,878
AS,Mitchell,YMIT,,147.936667,-26.483333,1144
AS,Nyngan,YNYN,,147.202778,-31.551111,569
AS,Hobart Cambridge,YCBG,,147.474722,-42.826667,67
AS,Gayndah,YGAY,,151.619444,-25.614444,369
AS,Tamworth,YSTW,,150.846667,-31.083889,1334
AS,Maitland,YMND,,151.488333,-32.703333,75
AS,Brisbane Intl,YBBN,,153.1175,-27.384167,13
AS,Groote Eylandt,YGTE,,136.46,-13.975,53
AS,Point Cook,YMPC,,144.753333,-37.932222,14
AS,Young,YYNG,,148.248056,-34.255556,1267
AS,Oakey,YBOK,,151.735278,-27.411389,1335
AS,Dalby,YDAY,,151.267222,-27.155278,1137
AS,Carnarvon,YCAR,,113.672222,-24.880556,13
AS,Coonamble,YCNM,,148.375556,-30.983333,604
AS,Monto,YMTO,,151.100278,-24.885833,757
AS,Tennant Creek,YTNK,,134.183333,-19.634444,1236
AS,Stanthorpe,YSPE,,151.990556,-28.620278,2938
AS,Cunnamulla,YCMU,,145.622222,-28.03,630
AS,Shepparton,YSHT,,145.3925,-36.428889,374
AS,Cooma Snowy Mountains,YCOM,,148.973889,-36.300556,3088
AS,Wagga Wagga,YSWG,,147.466389,-35.165278,724
AS,Gold Coast,YBCG,,153.504722,-28.164444,21
AS,Longreach,YLRE,,144.280278,-23.434167,627
AS,Portland,YPOD,,141.471111,-38.318056,265
AS,Cessnock,YCNK,,151.341667,-32.7875,211
AS,Casino,YCAS,,153.066944,-28.882778,86
AS,Tocumwal,YTOC,,145.608056,-35.811667,372
AS,Coober Pedy,YCBP,,134.720833,-29.04,740
AS,Warren,YWRN,,147.8025,-31.733333,669
AS,Port Pirie,YPIR,,137.995,-33.238889,40
AS,Scone,YSCO,,150.832222,-32.037222,745
AS,Devonport,YDPO,,146.430278,-41.169722,33
AS,Lockhart River,YLHR,,143.304722,-12.786944,77
AS,Roma,YROM,,148.774722,-26.545,1032
AS,Coonabarabran,YCBB,,149.267222,-31.3325,2117
AS,Melbourne Moorabbin,YMMB,,145.102222,-37.975833,50
AS,Mackay,YBMK,,149.179722,-21.171667,19
AS,Stawell,YSWL,,142.740556,-37.071667,807
AS,Armidale,YARM,,151.617222,-30.528056,3556
AS,Forbes,YFBS,,147.935,-33.363611,760
AS,Richmond,YSRI,,150.780833,-33.600556,67
AS,Julia Creek,YJLC,,141.7225,-20.668333,404
AS,Toowoomba,YTWB,,151.916389,-27.542778,2086
AS,Thargomindah,YTGM,,143.810833,-27.986389,433
AS,Normanton,YNTN,,141.070278,-17.683611,73
AS,Goondiwindi,YGDI,,150.320278,-28.521389,714
AS,Alpha,YAPH,,146.583611,-23.646111,1255
AS,Laverton,YLTN,,122.423889,-28.613611,1530
AS,Wilcannia,YWCA,,143.374722,-31.526389,250
AS,Naracoorte,YNRC,,140.725,-36.985278,169
AS,Orange,YORG,,149.133056,-33.381667,3115
AS,Streaky Bay,YKBY,,134.292778,-32.835833,69
AS,Swan Hill,YSWH,,143.532778,-35.375833,234
AS,Ballina Byron Gateway,YBNA,,153.5625,-28.833889,7
AS,East Sale,YMES,,147.149444,-38.098889,23
AS,Bendigo,YBDG,,144.329722,-36.739444,705
AS,Mareeba,YMBA,,145.419167,-17.069167,1560
AS,Brewarrina,YBRW,,146.816667,-29.973889,414
AS,Whyalla,YWHA,,137.514444,-33.058889,41
AS,Sydney Intl,YSSY,,151.177222,-33.946111,21
AS,Cleve,YCEE,,136.504722,-33.709722,589
AS,Gladstone,YGLA,,151.222778,-23.869722,64
AS,Newman,YNWN,,119.802778,-23.417778,1724
AS,Albury,YMAY,,146.958056,-36.067778,539
AS,Innisfail,YIFL,,146.011667,-17.559444,46
AS,Clermont,YCMT,,147.620556,-22.773056,908
AS,Rockhampton,YBRK,,150.475278,-23.381944,34
AS,Horsham,YHSM,,142.172778,-36.669722,445
AS,Williamtown,YWLM,,151.834444,-32.795,31
AS,Donald,YDOD,,143.0075,-36.360278,409
AS,Perth Jandakot,YPJT,,115.881111,-32.0975,99
AS,Olympic Dam,YOLD,,136.876667,-30.485,343
AS,Boulia,YBOU,,139.899722,-22.913333,542
AS,Kingaroy,YKRY,,151.841111,-26.580833,1492
AS,Middlemount,YMMU,,148.704722,-22.8025,547
AS,Leigh Creek,YLEC,,138.425833,-30.598333,856
AS,West Sale,YWSL,,146.965278,-38.091667,93
AS,Camden,YSCN,,150.687222,-34.040278,230
AS,Charters Towers,YCHT,,146.273056,-20.043056,955
AS,Esperance,YESP,,121.822778,-33.684444,470
AS,Borroloola,YBRL,,136.302222,-16.075278,55
AS,Broome Intl,YBRM,,122.231667,-17.944722,56
AS,Rottnest Island,YRTI,,115.539722,-32.006667,12
AS,Elcho Island,YELD,,135.570556,-12.019444,101
AS,Mudgee,YMDG,,149.611111,-32.5625,1545
AS,Richmond,YRMD,,143.114722,-20.701944,676
AS,Moomba,YOOM,,140.196944,-28.099444,143
AS,Doomadgee,YDMG,,138.821667,-17.940278,153
AS,Hervey Bay,YHBA,,152.880278,-25.318889,60
AS,Chillagoe,YCGO,,144.528889,-17.142778,1110
AS,Parkes,YPKS,,148.239167,-33.131389,1069
AS,Townsville,YBTL,,146.765278,-19.2525,18
AS,Kowanyama,YKOW,,141.751389,-15.485556,35
AS,Edinburgh,YPED,,138.620833,-34.7025,67
AS,Cootamundra,YCTM,,148.028056,-34.623889,1110
AS,Moranbah,YMRB,,148.0775,-22.057778,770
AS,Alice Springs,YBAS,,133.902222,-23.806667,1789
AS,Inverell,YIVL,,151.144167,-29.888333,2667
AS,Karratha,YPKA,,116.773333,-20.712222,29
AS,Wynyard,YWYY,,145.731111,-40.998889,62
AS,Adelaide Intl,YPAD,,138.530556,-34.945,20
AS,Jervis Bay,YJBY,,150.697222,-35.147222,200
AS,Lismore,YLIS,,153.26,-28.830278,35
AS,Ayers Rock Connellan,YAYE,,130.975556,-25.186111,1626
AS,Paraburdoo,YPBO,,117.745278,-23.171111,1406
AS,Perth Intl,YPPH,,115.966944,-31.940278,67
AS,Adelaide Parafield,YPPF,,138.633056,-34.793333,57
AS,Bairnsdale,YBNS,,147.567778,-37.8875,165
AS,Cobar,YCBA,,145.793889,-31.538333,724
AS,Kalgoorlie Boulder,YPKG,,121.461667,-30.789444,1203
AS,West Wyalong,YWWL,,147.191389,-33.937222,859
AS,Dubbo,YSDU,,148.574722,-32.216667,935
AS,Renmark,YREN,,140.673889,-34.196389,115
AS,Sydney Bankstown,YSBK,,150.988333,-33.924444,29
AS,Narrabri,YNBR,,149.827222,-30.319167,788
AS,Griffith,YGTH,,146.067222,-34.250833,439
AS,Ballarat,YBLT,,143.791111,-37.511667,1433
AS,Balranald,YBRN,,143.578333,-34.623611,210
AS,Port Augusta,YPAG,,137.716667,-32.506944,56
AS,Kununurra,YPKU,,128.7075,-15.778056,145
AS,Deniliquin,YDLQ,,144.946389,-35.559444,316
AS,Launceston,YMLT,,147.214167,-41.545278,562
AS,Hamilton Island,YBHM,,148.951667,-20.358056,15
AS,St George,YSGE,,148.595278,-28.049722,656
AS,Mildura,YMIA,,142.085556,-34.229167,167
AS,Quilpie,YQLP,,144.252778,-26.612222,655
AS,Maningrida,YMGD,,134.234167,-12.056111,123
AS,Melbourne Intl,YMML,,144.843333,-37.673333,434
AS,Maroochydore Sunshine Coast,YBMC,,153.091111,-26.603333,15
AS,Amberley,YAMB,,152.711944,-27.640556,91
AS,Narrandera,YNAR,,146.512222,-34.702222,474
AS,Broken Hill,YBHI,,141.471667,-32.001389,958
AS,Meekatharra,YMEK,,118.547778,-26.611667,1713
AS,Burketown,YBKT,,139.534444,-17.748611,21
AS,Cunderdin,YCUN,,117.216667,-31.622223,705
AS,Wudinna,YWUD,,135.447222,-33.043333,310
AS,Echuca,YECH,,144.761944,-36.157222,323
AS,Glen Innes,YGLI,,151.689444,-29.675,3433
AS,Bundaberg,YBUD,,152.318611,-24.903889,107
AS,Hoxton Park,YHOX,,150.852222,-33.909722,135
AS,Narromine,YNRM,,148.225,-32.214722,782
AS,Emerald,YEML,,148.179167,-23.5675,624
AS,Winton,YWTN,,143.085556,-22.363611,638
AS,Smithton,YSMI,,145.083611,-40.835,31
AS,Woomera,YPWR,,136.816944,-31.144167,548
AS,Shark Bay,YSHK,,113.577222,-25.893889,111
AS,Grafton,YGFN,,153.03,-29.759444,110
AS,Kempsey,YKMP,,152.769722,-31.074444,54
AS,Yuendumu,YYND,,131.782222,-22.254167,2205
AS,Cloncurry,YCCY,,140.504444,-20.668611,616
AS,Wollongong,YWOL,,150.788611,-34.561111,31
AS,Derby,YDBY,,123.660556,-17.37,24
AS,Port Lincoln,YPLC,,135.880278,-34.605278,36
AS,Ngukurr,YNGU,,134.7475,-14.722778,45
AS,Hamilton,YHML,,142.065278,-37.648889,803
AS,Blackall,YBCK,,145.428611,-24.427778,928
AS,Argyle,YARG,,128.451389,-16.636944,522
AS,Isisford,YISF,,144.425,-24.258333,694
AS,Hobart,YMHB,,147.510278,-42.836111,13
AS,Melbourne Essendon,YMEN,,144.901944,-37.728056,282
AS,Hopetoun,YHPN,,142.359722,-35.715278,256
AS,Nowra,YSNW,,150.536944,-34.948889,400
AS,Hay,YHAY,,144.829722,-34.531389,305
AS,Ivanhoe,YIVO,,144.31,-32.883333,330
AS,Moree,YMOR,,149.844722,-29.498889,701
AS,Corowa,YCOR,,146.356667,-35.994722,469
